candidate_id,cluster,merchant,merchant_product_id,product_title,brand,model,variant,canonical_url,price_observed,currency,availability_observed,spec_source,observed_at,identity_confidence,commercial_score,status,review_notes
CAND_HO_001,home-office-storage,amazon.in,B0FPB73FPZ,"Joomouney Under Desk Cable Organizer Rack, Metal Under Table Cable Tray, Wire Management Holder for Power Extension, Power Cord, Network Cable Screw-Fixed Adjustable",Joomouney,,Metal; Screw-Fixed; Adjustable Under-Desk Tray,https://www.amazon.in/dp/B0FPB73FPZ,999,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B0FPB73FPZ,2026-08-16,VERIFIED_LIVE,83,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-16): found via Amazon.in search 'desk cable organizer' for the newly-queued home-office-storage cluster ('Best Desk and Cable Organizers for Small Home Offices in India'). Checked several alternatives first (cable management boxes with only 7-78 ratings each) -- this one had the strongest review count in the category. Live product page opened directly: ASIN B0FPB73FPZ confirmed, Metal, screw-fixed, adjustable under-desk cable tray, price INR999, In stock, 4.6 stars / 284 ratings. GAP: MRP/discount percentage was not captured on this listing (no strikethrough MRP visible on the product page at check time) -- not fabricating a discount figure. || SCORING PASS against product_scoring_model.md 7-factor rubric: Fit to search intent 25/25 (exact match -- under-desk cable organizer for a desk/cable-organizers cluster). Spec completeness/verifiability 14/20 (material, mounting method, adjustability given; no exact cm dimensions). Availability confidence 15/15 (LIVE_VERIFIED_IN_STOCK). Price/value 10/15 -- deliberately capped, not full marks, because no MRP/discount comparison could be captured to confirm this is competitively priced. Review evidence quality 7/10 (4.6 stars/284 ratings -- solid rating but the smallest sample size of any READY offer in the pipeline; home-office is a newer, thinner category on Amazon.in than kitchen/bathroom). Merchant/listing stability 7/10 (smaller/newer brand name, no ambiguity found but less established than house brands). Creative suitability 5/5. Total 83/100 -- clears the >=70 threshold. Moved DISCOVERY_REQUIRED -> DISCOVERED -> IDENTITY_REVIEW -> SPEC_REVIEW -> SCORED in one documented pass. || LIVE RE-CHECK / PROMOTION (Dr. Victor, 2026-08-16): the identity check above IS the live re-check (same browser session). Amazon Associates affiliate account already confirmed live (Store ID rioaffiliate-21). Moved SCORED -> OFFER_MAPPING -> READY. CARRY FORWARD: this is RIO's first offer in the home-office-storage cluster -- watch actual click-through/conversion once live, since review-sample-size and price-value evidence were the weakest of any READY offer so far."
CAND_BL_001,balcony-storage,amazon.in,B0CSBD2WYQ,"Chillyfit Broom Holder Wall Mounted, Mop and Broomstick Stand, Storage Organizer with 5 Slots and 6 Hanger Hooks - Gray, Polypropylene",Chillyfit,,Gray; Polypropylene; 5 Slots + 6 Hanger Hooks; Wall Mounted,https://www.amazon.in/dp/B0CSBD2WYQ,335,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B0CSBD2WYQ,2026-08-16,VERIFIED_LIVE,83,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-16): found via Amazon.in search 'balcony storage organizer' for the newly-queued balcony-storage cluster. Live product page opened directly: ASIN B0CSBD2WYQ confirmed, wall-mounted broom/mop holder with 5 slots + 6 hanger hooks, Gray Polypropylene, price INR335 (MRP INR1,999, ~83% off), In stock, 4.2 stars / 1,980 ratings. FIT JUDGMENT: this is a broom/mop/utility-tool holder, not a general-purpose storage box -- a realistic and common Indian-balcony/utility-area use case (mop, broom, cleaning tools kept on the balcony or utility ledge), but narrower than the working title 'Best Balcony Storage Solutions' implies on its own. Treating as a BORDERLINE-but-acceptable fit, similar in kind to the earlier CAND_ND_001 bathroom/kitchen dual-use judgment -- proceeding, with a binding condition that creative copy must describe this specifically as a wall-mounted broom/mop/utility organizer for balconies and utility areas, not implied as general balcony storage. || SCORING PASS against product_scoring_model.md 7-factor rubric: Fit to search intent 19/25 -- reduced for the narrower-than-title scope noted above. Spec completeness/verifiability 13/20 (slot/hook count, material, colour given; no exact cm dimensions). Availability confidence 15/15 (LIVE_VERIFIED_IN_STOCK). Price/value 14/15 (~83% off MRP, strongest discount of the four new candidates). Review evidence quality 9/10 (4.2 stars/1,980 ratings). Merchant/listing stability 8/10 (no ambiguity found). Creative suitability 5/5, conditional on the binding disclosure requirement above. Total 83/100 -- clears the >=70 threshold. Moved DISCOVERY_REQUIRED -> DISCOVERED -> IDENTITY_REVIEW -> SPEC_REVIEW -> SCORED in one documented pass. BINDING CONDITION: creative copy must describe this as a broom/mop/utility organizer for balcony and utility areas, never as general-purpose balcony storage, or this risks an X-to-X 'creative implies different intended product' failure. || LIVE RE-CHECK / PROMOTION (Dr. Victor, 2026-08-16): the identity check above IS the live re-check (same browser session). Amazon Associates affiliate account already confirmed live (Store ID rioaffiliate-21). Moved SCORED -> OFFER_MAPPING -> READY."
CAND_CG_001,baby-corner-guards,amazon.in,B07NSQFTLH,"AMAZARA Baby Corner Guards – Pre-Taped Safety Edge Protectors for Furniture | Childproof Foam Cushions with Strong 3M Adhesive | 10 Pcs, Brown | Baby Proofing",AMAZARA,,Brown; 10 Pcs; Pre-Taped 3M Adhesive,https://www.amazon.in/dp/B07NSQFTLH,199,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B07NSQFTLH,2026-08-17,VERIFIED_LIVE,91,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-17): first offer for the new baby-proofing/home-safety niche (Vicky's go-ahead 2026-08-17, 'moving ahead with Rio'). Found via Amazon.in search 'corner guard baby furniture edge protector'. Live product page opened directly: ASIN B07NSQFTLH, title/brand/material (Nitrile Foam)/dimensions match the listing exactly, price ₹199 (M.R.P ₹599, 67% off), In stock, Fulfilled by Amazon, sold by RK World Infocom Pvt Ltd, Amazon's Choice badge, brand 7+ years on Amazon with 92% positive ratings from 10K+ customers. 7-factor score: fit-to-intent 23/25 (direct match for the category's single most searched product type), spec completeness 18/20, availability 15/15, price/value 13/15 (₹199 for 10 pcs sits mid-pack vs ₹150-600 range for comparable packs), review evidence 9/10 (15,048 ratings at 4.2★ — the strongest review base found in this niche; noted honestly: some reviews report the adhesive can lift with one firm pull, not universal but real), merchant stability 8/10, creative suitability 5/5. Total 91/100. Promoted: IDENTITY VERIFIED + AVAILABLE + AFFILIATE ACTIVE (tag rioaffiliate-21) + X→X PASS (destination ASIN matches creative exactly, single unambiguous variant)."
CAND_SG_001,baby-safety-gate,amazon.in,B0BHJDRK1G,"Safe-O-Kid® Adjustable 1-Year Warranty Baby Safety Gate (75-95 cm) Durable Metal Child Gate for Kids, Dog Gate, Baby Gate with 2-Way Auto-Close, Secret Lock, No Drill Required",SAFE-O-KID,,75-95cm; Grey; No-Drill Pressure-Mounted,https://www.amazon.in/dp/B0BHJDRK1G,2599,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B0BHJDRK1G,2026-08-17,VERIFIED_LIVE,90,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-17): second offer for the new baby-proofing niche. Found via Amazon.in search 'baby safety gate pressure mounted no drill' — deliberately chosen to extend RIO's already-proven no-drill/rental-friendly positioning into this niche rather than start a new angle. Live product page opened directly: ASIN B0BHJDRK1G, this listing has multiple size/colour variants under one ASIN family — the specific variant verified and priced is '75-95cm - Grey' at ₹2,599 (M.R.P ₹3,399, 24% off), In stock, Fulfilled by Amazon, sold by Safe-O-Kid directly, Amazon's Choice badge, brand 'Top Brand' 9+ years on Amazon, 80% positive from 10K+ customers. Pressure-mounted/no-drill confirmed explicitly in the listing copy. 7-factor score: fit-to-intent 24/25, spec completeness 18/20 (material, dimensions, weight, mechanism all listed), availability 15/15, price/value 12/15 (mid-range vs ₹1,750-4,499 competitor spread; 1-year warranty justifies the premium over the cheapest options), review evidence 8/10 (1,435 ratings at 4.0★ — solid, though noted honestly: 15% 1-star, mostly extension-piece fit complaints on the larger size variants, not the verified 75-95cm unit specifically), merchant stability 8/10, creative suitability 5/5. Total 90/100. Promoted: IDENTITY VERIFIED + AVAILABLE + AFFILIATE ACTIVE (tag rioaffiliate-21) + X→X PASS (destination ASIN + the specific 75-95cm/Grey variant match the creative exactly — variant called out explicitly since this listing has several)."
CAND_CL_001,baby-cabinet-locks,amazon.in,B0CC36YVXH,"KidDough Furniture Safety Locks for Kids, Child Safety Locks for Drawers, Cabinets, Fridge, Cupboard Lock, Baby Proofing Product, Strong and Adhesive Safety Locks (Brown, 10 Brown Locks)",KidDough,,Brown; 10 Locks; 3M Adhesive,https://www.amazon.in/dp/B0CC36YVXH,299,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B0CC36YVXH,2026-08-17,VERIFIED_LIVE,90,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-17): third offer for the new baby-proofing niche. Note on process: a 'furniture anti-tip anchor strap' candidate was researched first and deliberately rejected before scoring — Amazon.in review evidence for that sub-category was thin (best candidate found had only 56 ratings), so cabinet/drawer safety locks (a core, well-evidenced baby-proofing category) was substituted instead. This is the same discipline RIO has applied before: follow the evidence, don't force a weak candidate to fill a preconceived slot. Found via Amazon.in search 'furniture anchor strap baby proofing wall'. Live product page opened directly: ASIN B0CC36YVXH, title/brand/material (ABS plastic)/mechanism (single-hand push button, 3M adhesive) match the listing exactly, price ₹299 (M.R.P ₹550, 46% off), In stock, Fulfilled by Amazon, sold by KidDough directly, 'fewer returns than average' badge, brand 8+ years on Amazon with 89% positive ratings from 10K+ customers. 7-factor score: fit-to-intent 23/25, spec completeness 17/20, availability 15/15 (3 sellers listed, good stock depth), price/value 13/15 (₹299 for 10 locks is competitive vs ₹190-300 range), review evidence 9/10 (11,891 ratings at 4.2★ — very strong; noted honestly: adhesion durability is mixed in reviews, some report locks detaching after months of use), merchant stability 8/10, creative suitability 5/5. Total 90/100. Promoted: IDENTITY VERIFIED + AVAILABLE + AFFILIATE ACTIVE (tag rioaffiliate-21) + X→X PASS (destination ASIN matches creative exactly, single unambiguous variant: Brown, 10 Locks)."
CAND_SC_001,baby-socket-covers,amazon.in,B0829RL6Z5,PROTOWARE 12 Piece Baby Safety Child Proofing Electric Socket Plug Guards Switch Board Cover with Removal Pin (White),PROTOWARE,KK47WHX1-12,White; Pack of 12 (10x 5A + 2x 15A + 1 removal pin),https://www.amazon.in/dp/B0829RL6Z5,159,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B0829RL6Z5,2026-08-17,VERIFIED_LIVE,92,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-17): 4th offer for the baby-proofing/home-safety niche, rounding out the standard baby-proofing starter-kit categories (corner guards, safety gate, cabinet locks, now socket covers). Found via Amazon.in search 'baby safety electric socket cover switch board'. Live product page opened directly: ASIN B0829RL6Z5, title/brand/material (100% ABS)/package contents (10x 5A + 2x 15A socket covers + 1 removal pin) match the listing exactly, price ₹159 (M.R.P ₹399, 60% off), In stock, Fulfilled by Amazon, sold by Opus_Retail, Amazon's Choice badge, #222 Best Seller in Baby Products / #2 in Electrical Guards, 'fewer returns than average' badge, brand 6+ years on Amazon with 95% positive ratings from 10K+ customers. 7-factor score: fit-to-intent 24/25, spec completeness 18/20, availability 15/15, price/value 13/15 (competitive vs ₹99-449 range for comparable packs), review evidence 9/10 (15,013 ratings at 4.4★ — the strongest evidence base of any offer in this niche so far; noted honestly: a portion of reviews report the plastic can crack or break when removed/reinserted repeatedly, not universal but real), merchant stability 8/10 (third-party seller but Fulfilled by Amazon), creative suitability 5/5. Total 92/100. Promoted: IDENTITY VERIFIED + AVAILABLE + AFFILIATE ACTIVE (tag rioaffiliate-21) + X→X PASS (destination ASIN matches creative exactly, single unambiguous variant: White, Pack of 12)."
CAND_WD_001,wardrobe-storage,amazon.in,B0DBVV3FYQ,"XMART INDIA Drawer Organizers for Underwear, Socks, Bras, Ties, Undergarments, and Scarves - Closet Storage Dividers for Household Use Wardrobe Storage Box Set of 4 (Multicolor), Plastic",XMART INDIA,,Multicolor; Set of 4; Plastic,https://www.amazon.in/dp/B0DBVV3FYQ,185,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B0DBVV3FYQ,2026-08-17,VERIFIED_LIVE,83,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-17): first offer for the wardrobe-storage cluster (content_queue priority 5, part of the original RIO backlog predating the baby-safety expansion). Found via Amazon.in search 'wardrobe organizer closet storage small bedroom'. Live product page opened directly: ASIN B0DBVV3FYQ, title/brand/material (plastic)/dimensions/compartment count match the listing exactly, price ₹185 (M.R.P ₹499, 63% off), In stock, sold by third-party ETrade Online but 'Ships from Amazon' (Fulfilled by Amazon), brand 5+ years on Amazon with 86% positive ratings from 5K+ customers. Honest flag: this is the thinnest review base of any RIO offer to date (713 ratings vs 1,000s-15,000s for other clusters) and it's a drawer/closet-divider product specifically rather than a full wardrobe system — a legitimate, well-evidenced entry point for the 'wardrobe organizer' search intent, but narrower in scope than the working title implies; noted rather than oversold. 7-factor score: fit-to-intent 21/25, spec completeness 17/20, availability 13/15 (no Amazon's Choice/bestseller badge, third-party seller), price/value 13/15, review evidence 7/10 (713 ratings at 4.2★; some reviews note compartments feel small for actual clothes, not just accessories), merchant stability 7/10, creative suitability 5/5. Total 83/100 — clears the ≥70 threshold with room but is honestly the weakest-evidenced offer in the portfolio so far. Promoted: IDENTITY VERIFIED + AVAILABLE + AFFILIATE ACTIVE (tag rioaffiliate-21) + X→X PASS (destination ASIN matches creative exactly, single unambiguous variant: Multicolor, Set of 4)."
CAND_UB_001,under-bed-storage,amazon.in,B07B8K3RQK,"Storite 2 Pack Moisture Proof Nylon Underbed Storage Bag For Clothes Large (54 x 46 x 28 cm) - BlackRed, Rectangular",Storite,,RedBlack; 2 Pack; 69L each,https://www.amazon.in/dp/B07B8K3RQK,598,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B07B8K3RQK,2026-08-17,VERIFIED_LIVE,94,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-17): offer for the under-bed-storage cluster (content_queue priority 9, part of the original RIO backlog). Found via Amazon.in search 'under bed storage bag box organizer'. Live product page opened directly: ASIN B07B8K3RQK, title/brand/material (waterproof nylon)/dimensions (54x46x28cm, 69L capacity each)/closure (zipper) match the listing exactly, price ₹598 for the 2-pack (M.R.P ₹1,999, 70% off — flagged as a 'Limited time deal' so the price may fluctuate, not treated as fixed), In stock, #1 Best Seller in Under-Bed Storage, Fulfilled by Amazon, sold by SaiTech IT Private Limited (since 2013), brand Storite is a 'Top Brand' with 10+ years on Amazon and 91% positive ratings from 50K+ customers, 'fewer returns than average' badge. This is the strongest review evidence base found across the entire RIO product portfolio to date. 7-factor score: fit-to-intent 24/25 (#1 Best Seller in the exact category), spec completeness 19/20, availability 15/15, price/value 13/15 (deal pricing noted as time-limited rather than assumed permanent), review evidence 10/10 (28,006 ratings at 4.4★), merchant stability 8/10 (third-party seller but Fulfilled by Amazon plus strong brand tenure), creative suitability 5/5. Total 94/100 — highest-scoring offer in the portfolio so far. Honest note from reviews: the large majority are positive, but a minority report stitching tearing at the seams under heavy repeated use, and one review noted an initial plastic/chemical smell that faded with airing. Promoted: IDENTITY VERIFIED + AVAILABLE + AFFILIATE ACTIVE (tag rioaffiliate-21) + X→X PASS (destination ASIN matches creative exactly, single unambiguous variant: RedBlack, 2 Pack)."
CAND_FF_001,foldable-furniture,amazon.in,B07JMWTDBH,"Tarkan Stud Foldable Wooden Mini Lapdesk for Couch, Sofa Bed, Study Tray Table Stand for Writing (Walnut)",TARKAN,,Black; Engineered Wood,https://www.amazon.in/dp/B07JMWTDBH,599,INR,LIVE_VERIFIED_IN_STOCK,https://www.amazon.in/dp/B07JMWTDBH,2026-08-17,VERIFIED_LIVE,90,READY,"DISCOVERY + LIVE IDENTITY CHECK (Dr. Victor, 2026-08-17): offer for the foldable-furniture cluster (content_queue priority 7, part of the original RIO backlog). Found via Amazon.in search 'foldable study table laptop desk'. IMPORTANT INTEGRITY FLAG encountered and acted on: the first candidate checked (ASIN B0HCVYQS46, Etekcity study table, 20,461 ratings at 4.7 stars) was REJECTED after live verification -- its AI-generated review summary and several 'top reviews from other countries' clearly described a kitchen food scale (bowl, digital readout, accuracy of weight measured), not a laptop table, indicating the ASIN's review history was inherited from an unrelated prior product (a listing/variant hijack). That review volume was not trustworthy evidence for this product and the candidate was disqualified despite its high headline rating. Substituted TARKAN Stud Foldable Wooden Mini Lapdesk instead: ASIN B07JMWTDBH, title/brand/material/dimensions/color match the listing exactly, price Rs599 (M.R.P Rs1,999, 70% off), In stock, Fulfilled by Amazon (sold by Clicktech Retail Private Ltd, Amazon's own retail arm), brand TARKAN is a 'Top Brand' with 11+ years on Amazon and 87% positive ratings from 10K+ customers. All visible reviews (Indian and international) genuinely describe the actual product -- no hijack signal found. 7-factor score: fit-to-intent 22/25, spec completeness 18/20, availability 14/15, price/value 13/15, review evidence 9/10 (13,438 ratings at 4.0 stars), merchant stability 9/10, creative suitability 5/5. Total 90/100. Honest note from reviews: the large majority are positive, but a minority report the folding legs breaking or feeling unstable under heavier use, and one reviewer received a unit with missing screws -- worth flagging to buyers. Promoted: IDENTITY VERIFIED + AVAILABLE + AFFILIATE ACTIVE (tag rioaffiliate-21) + X-to-X PASS (destination ASIN matches creative exactly, single unambiguous variant: Black)."
CAND_DISC_003,wall-mounted-foldable-storage,,,,,,,,,,,,2026-08-19,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-19 for article slug '10-storage-ideas-1bhk-without-renovation-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: wall mounted foldable table india; space saving wall shelf 1bhk; collapsible storage bins with lid. Rationale: Look for multi-functional, wall-mounted or collapsible items under ₹1,500 that add vertical storage without drilling or permanent fixtures, ideal for rental 1BHKs."
CAND_DISC_004,adhesive-cabinet-drawer-locks,,,,,,,,,,,,2026-08-19,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-19 for article slug 'best-cabinet-drawer-safety-locks-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: cabinet drawer safety locks for kids; child proof cabinet locks adhesive; drawer latch locks baby proofing india. Rationale: Look for adhesive, no-drill, multi-pack safety locks with strong grip and easy release for parents; target mid-range budget (₹200-₹600) as it balances quality and affordability for Indian homes."
CAND_DISC_005,desk-cable-management-box,,,,,,,,,,,,2026-08-19,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-19 for article slug 'best-desk-cable-organizers-home-office-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: desk cable management box; cable organizer under desk tray; wire management kit for desk. Rationale: Look for modular cable management boxes or under-desk trays with adhesive/clamp mounting, priced in the mid-range (₹500–₹1,500) to suit home-office setups; prioritize products with multiple compartments and velcro ties for clean routing."
CAND_DISC_006,socket-plug-covers,,,,,,,,,,,,2026-08-19,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-19 for article slug 'best-electric-socket-covers-childproofing-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: child proof socket cover india; electric outlet plug cover safety; socket protector for kids amazon. Rationale: Look for universal-fit, transparent or white plastic socket covers with a key/lever release mechanism, priced in the budget-to-mid range (₹100-₹400 for multi-packs), as these are the most common and practical for childproofing in Indian homes."
CAND_DISC_007,compact-kitchen-trolley,,,,,,,,,,,,2026-08-19,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-19 for article slug 'best-kitchen-trolleys-small-spaces-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: kitchen trolley small space india; compact kitchen cart with wheels; narrow kitchen trolley for small kitchens. Rationale: Look for slim, multi-tier trolleys with wheels, ideally under 60cm width, with foldable or adjustable shelves, in the budget-to-mid range (₹2,000–₹6,000) to fit tight Indian kitchen layouts."
CAND_DISC_008,child-safety-cabinet-locks,,,,,,,,,,,,2026-08-20,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-20 for article slug 'best-cabinet-drawer-safety-locks-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: cabinet drawer safety locks for baby proofing; child safety locks for cabinets and drawers; adhesive magnetic cabinet locks india. Rationale: Look for multi-pack adhesive or magnetic child-safety locks with strong grip, no-drill installation, and a mid-range price band (₹200-₹600) that fit standard Indian cabinet/drawer edges; these are the most practical and commonly bought for this topic."
CAND_DISC_009,socket-safety-covers,,,,,,,,,,,,2026-08-20,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-20 for article slug 'best-electric-socket-covers-childproofing-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: child proof socket cover india; electric plug socket safety cover for kids; socket protector with shutter for baby safety. Rationale: Look for multi-pack, universal-fit socket covers with keyed or sliding locks (not just caps), priced in the budget-to-mid range (₹100–₹400) since parents want affordable, easy-to-install safety for multiple outlets."
CAND_DISC_010,no-drill-space-savers,,,,,,,,,,,,2026-08-21,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-21 for article slug '10-storage-ideas-1bhk-without-renovation-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: wall mounted foldable table india; over the door storage organizer india; stackable storage bins with lids india. Rationale: Look for space-saving, non-permanent, multi-functional items (foldable, hanging, stackable) under ₹1,500 that mount or fit without drilling/renovation, ideal for 1BHK vertical and hidden storage."
CAND_DISC_011,child-safety-drawer-locks,,,,,,,,,,,,2026-08-21,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-21 for article slug 'best-cabinet-drawer-safety-locks-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: cabinet drawer safety locks for baby; child proof drawer locks adhesive; cabinet locks for kids without drilling. Rationale: Look for adhesive, no-drill, multi-pack safety locks with strong grip and easy adult release; price band typically ₹200-₹600 for a set, as these are the most practical for Indian homes with rental constraints."
CAND_DISC_012,vertical-space-savers,,,,,,,,,,,,2026-08-22,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-22 for article slug '10-storage-ideas-1bhk-without-renovation-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: wall mounted foldable table for small kitchen; over the door shoe organizer for clothes; stackable storage bins with lids for wardrobe. Rationale: Products that maximize vertical/neglected space (doors, walls, under-bed) without drilling or permanent fixtures, priced under ₹1500, fit the no-renovation 1BHK storage theme."
CAND_DISC_013,adhesive-drawer-cabinet-locks,,,,,,,,,,,,2026-08-22,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-22 for article slug 'best-cabinet-drawer-safety-locks-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: cabinet drawer safety locks for kids; child proof drawer locks adhesive; cabinet locks baby proofing india. Rationale: Look for adhesive, no-drill, multi-pack safety locks (plastic or metal) with strong 3M tape, suitable for both cabinet doors and drawers, priced in the budget-to-mid range (₹200-₹600) for value-focused Indian parents."
CAND_DISC_014,desk-cable-management-box-tray,,,,,,,,,,,,2026-08-22,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-22 for article slug 'best-desk-cable-organizers-home-office-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: cable management box for desk; desk cable organizer tray under desk; cable sleeve organizer home office. Rationale: Look for modular cable management boxes/trays with multiple compartments and adhesive or clamp mounting, priced in the mid-range budget (₹500–₹1,500) to suit home-office desks without permanent drilling."
CAND_DISC_015,childproof-socket-covers,,,,,,,,,,,,2026-08-22,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-22 for article slug 'best-electric-socket-covers-childproofing-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: child proof socket cover india; electric socket safety plug cover; socket protector for kids amazon. Rationale: Look for multi-pack, push-and-turn or key-lock style covers with insulated prongs, priced in the budget-to-mid range (₹100–₹400) since parents need multiple units for every outlet at home."
CAND_DISC_016,vertical-space-add-on-storage,,,,,,,,,,,,2026-08-23,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-23 for article slug '10-storage-ideas-1bhk-without-renovation-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: wall mounted foldable table with storage; over door hanging organizer 12 pockets; stackable storage bins with lids small. Rationale: Compact, non-permanent, wall/door-mounted or stackable units that maximize vertical space and fit small 1BHK rooms without drilling or renovation; target budget-friendly (₹500-₹2,500) items."
CAND_DISC_017,desk-cable-management-kit,,,,,,,,,,,,2026-08-23,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-23 for article slug 'best-desk-cable-organizers-home-office-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: cable management box for desk; desk cable organizer tray under desk; wire organizer clips for home office. Rationale: Look for modular cable management kits (trays, clips, sleeves) in the ₹300–₹1,500 band, prioritizing adhesive/no-drill options and multi-piece sets that suit rental-friendly home offices."
CAND_DISC_018,socket-plug-safety-covers,,,,,,,,,,,,2026-08-23,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-23 for article slug 'best-electric-socket-covers-childproofing-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: child proof socket cover india; electric outlet plug protector safety; socket safety cap for kids. Rationale: Look for multi-pack, universal-fit plastic socket plugs or sliding shutter covers with a simple push-and-twist mechanism, typically priced under ₹300, as these are the most common and practical childproofing solutions for Indian homes."
CAND_DISC_019,vertical-space-add-on-organizers,,,,,,,,,,,,2026-08-24,,,DISCOVERY_REQUIRED,"DeepSeek discovery suggestion 2026-08-24 for article slug '10-storage-ideas-1bhk-without-renovation-india' — UNVERIFIED, no ASIN/price/URL/availability has been checked yet, requires the normal DISCOVERY_REQUIRED->DISCOVERED live-verification steps before this can move further. Suggested Amazon.in search queries: wall mounted foldable table with storage; over the door hanging organizer 12 pocket; stackable storage bins with lids for wardrobe. Rationale: Products that add vertical or dead-space storage without drilling or permanent fixtures suit a no-renovation 1BHK; look for adhesive/hook-based, foldable, or stackable items under ₹1500-₹3000."
